0100000007	Genesis
0101010036	In the beginning God created the heaven and the earth.
010102008e	And the earth was without form, and void; and darkness was upon the face of the deep. And the Spirit of God moved upon the face of the waters.
0101030036	And God said, Let there be light: and there was light.
0101040055	And God saw the light, that it was good: and God divided the light from the darkness.
0101050073	And God called the light Day, and the darkness he called Night. And the evening and the morning were the first day.
0101060070	And God said, Let there be a firmament in the midst of the waters, and let it divide the waters from the waters.
0101070090	And God made the firmament, and divided the waters which were under the firmament from the waters which were above the firmament: and it was so.
0101080059	And God called the firmament Heaven. And the evening and the morning were the second day.
010109007e	And God said, Let the waters under the heaven be gathered together unto one place, and let the dry land appear: and it was so.
01010a0079	And God called the dry land Earth; and the gathering together of the waters called he Seas: and God saw that it was good.
01010b00b0	And God said, Let the earth bring forth grass, the herb yielding seed, and the fruit tree yielding fruit after his kind, whose seed is in itself, upon the earth: and it was so.
01010c00ae	And the earth brought forth grass, and herb yielding seed after his kind, and the tree yielding fruit, whose seed was in itself, after his kind: and God saw that it was good.
01010d0033	And the evening and the morning were the third day.
01010e00a7	And God said, Let there be lights in the firmament of the heaven to divide the day from the night; and let them be for signs, and for seasons, and for days, and years:
01010f0066	And let them be for lights in the firmament of the heaven to give light upon the earth: and it was so.
0101100081	And God made two great lights; the greater light to rule the day, and the lesser light to rule the night: he made the stars also.
010111004d	And God set them in the firmament of the heaven to give light upon the earth,
0101120075	And to rule over the day and over the night, and to divide the light from the darkness: and God saw that it was good.
0101130034	And the evening and the morning were the fourth day.
010114009d	And God said, Let the waters bring forth abundantly the moving creature that has life, and fowl that may fly above the earth in the open firmament of heaven.
01011500c4	And God created great whales, and every living creature that moves, which the waters brought forth abundantly, after their kind, and every winged fowl after his kind: and God saw that it was good.
010116007d	And God blessed them, saying, Be fruitful, and multiply, and fill the waters in the seas, and let fowl multiply in the earth.
0101170033	And the evening and the morning were the fifth day.
010118009d	And God said, Let the earth bring forth the living creature after his kind, cattle, and creeping thing, and beast of the earth after his kind: and it was so.
01011900a9	And God made the beast of the earth after his kind, and cattle after their kind, and every thing that creeps upon the earth after his kind: and God saw that it was good.
01011a00f9	And God said, Let us make man in our image, after our likeness: and let them have dominion over the fish of the sea, and over the fowl of the air, and over the cattle, and over all the earth, and over every creeping thing that creeps upon the earth.
01011b0069	So God created man in his own image, in the image of God created he him; male and female created he them.
01011c00f1	And God blessed them, and God said unto them, Be fruitful, and multiply, and replenish the earth, and subdue it: and have dominion over the fish of the sea, and over the fowl of the air, and over every living thing that moves upon the earth.
01011d00c8	And God said, Behold, I have given you every herb bearing seed, which is upon the face of all the earth, and every tree, in the which is the fruit of a tree yielding seed; to you it shall be for food.
01011e00bb	And to every beast of the earth, and to every fowl of the air, and to every thing that creeps upon the earth, wherein there is life, I have given every green herb for food: and it was so.
01011f007c	And God saw every thing that he had made, and, behold, it was very good. And the evening and the morning were the sixth day.
0102010047	Thus the heavens and the earth were finished, and all the host of them.
0102020082	And on the seventh day God ended his work which he had made; and he rested on the seventh day from all his work which he had made.
0102030082	And God blessed the seventh day, and sanctified it: because that in it he had rested from all his work which God created and made.
010204008e	These are the generations of the heavens and of the earth when they were created, in the day that the LORD God made the earth and the heavens,
01020500cb	And every plant of the field before it was in the earth, and every herb of the field before it grew: for the LORD God had not caused it to rain upon the earth, and there was not a man to till the ground.
0102060052	But there went up a mist from the earth, and watered the whole face of the ground.
0102070087	And the LORD God formed man of the dust of the ground, and breathed into his nostrils the breath of life; and man became a living soul.
0102080060	And the LORD God planted a garden eastward in Eden; and there he put the man whom he had formed.
01020900ca	And out of the ground made the LORD God to grow every tree that is pleasant to the sight, and good for food; the tree of life also in the midst of the garden, and the tree of knowledge of good and evil.
01020a006c	And a river went out of Eden to water the garden; and from thence it was parted, and became into four heads.
01020b006a	The name of the first is Pison: that is it which compasses the whole land of Havilah, where there is gold;
01020c0048	And the gold of that land is good: there is bdellium and the onyx stone.
01020d0064	And the name of the second river is Gihon: the same is it that compasses the whole land of Ethiopia.
01020e0081	And the name of the third river is Hiddekel: that is it which goes toward the east of Assyria. And the fourth river is Euphrates.
01020f005e	And the LORD God took the man, and put him into the garden of Eden to dress it and to keep it.
010210005b	And the LORD God commanded the man, saying, Of every tree of the garden you may freely eat:
0102110085	But of the tree of the knowledge of good and evil, you shall not eat of it: for in the day that you eat thereof you shall surely die.
0102120071	And the LORD God said, It is not good that the man should be alone; I will make him an associated helper for him.
01021300e6	And out of the ground the LORD God formed every beast of the field, and every fowl of the air; and brought them unto Adam to see what he would call them: and whatsoever Adam called every living creature, that was the name thereof.
010214009e	And Adam gave names to all cattle, and to the fowl of the air, and to every beast of the field; but for Adam there was not found an associated helper for him.
010215008b	And the LORD God caused a deep sleep to fall upon Adam, and he slept: and he took one of his ribs, and closed up the flesh instead thereof;
